,Date,Store_Number,Transaction_Count,target_pct,met_target,bonus_payable,month,day_of_week,year
0,2013-01-02,1,2111,0.8444,False,False,1,2,2013
1,2013-01-02,2,2358,0.9432,False,False,1,2,2013
2,2013-01-02,3,3487,1.3948,True,False,1,2,2013
3,2013-01-02,4,1922,0.7688,False,False,1,2,2013
4,2013-01-02,5,1903,0.7612,False,False,1,2,2013
5,2013-01-02,6,2143,0.8572,False,False,1,2,2013
6,2013-01-02,7,1874,0.7496,False,False,1,2,2013
7,2013-01-02,8,3250,1.3,True,False,1,2,2013
8,2013-01-02,9,2940,1.176,True,False,1,2,2013
9,2013-01-02,10,1293,0.5172,False,False,1,2,2013
10,2013-01-02,11,3547,1.4188,True,False,1,2,2013
11,2013-01-02,12,1362,0.5448,False,False,1,2,2013
12,2013-01-02,13,1102,0.4408,False,False,1,2,2013
13,2013-01-02,14,2002,0.8008,False,False,1,2,2013
14,2013-01-02,15,1622,0.6488,False,False,1,2,2013
15,2013-01-02,16,1167,0.4668,False,False,1,2,2013
16,2013-01-02,17,1580,0.632,False,False,1,2,2013
17,2013-01-02,18,1635,0.654,False,False,1,2,2013
18,2013-01-02,19,1369,0.5476,False,False,1,2,2013
19,2013-01-02,23,1381,0.5524,False,False,1,2,2013
20,2013-01-02,24,2605,1.042,True,False,1,2,2013
21,2013-01-02,25,1038,0.4152,False,False,1,2,2013
22,2013-01-02,26,1008,0.4032,False,False,1,2,2013
23,2013-01-02,27,1386,0.5544,False,False,1,2,2013
24,2013-01-02,28,950,0.38,False,False,1,2,2013
25,2013-01-02,30,708,0.2832,False,False,1,2,2013
26,2013-01-02,31,1401,0.5604,False,False,1,2,2013
27,2013-01-02,32,776,0.3104,False,False,1,2,2013
28,2013-01-02,33,1163,0.4652,False,False,1,2,2013
29,2013-01-02,34,2724,1.0896,True,False,1,2,2013
30,2013-01-02,35,786,0.3144,False,False,1,2,2013
31,2013-01-02,37,1691,0.6764,False,False,1,2,2013
32,2013-01-02,38,1987,0.7948,False,False,1,2,2013
33,2013-01-02,39,1587,0.6348,False,False,1,2,2013
34,2013-01-02,40,1178,0.4712,False,False,1,2,2013
35,2013-01-02,41,915,0.366,False,False,1,2,2013
36,2013-01-02,43,1385,0.554,False,False,1,2,2013
37,2013-01-02,44,4821,1.9284,True,False,1,2,2013
38,2013-01-02,45,4208,1.6832,True,False,1,2,2013
39,2013-01-02,46,4886,1.9544,True,False,1,2,2013
40,2013-01-02,47,4161,1.6644,True,False,1,2,2013
41,2013-01-02,48,3397,1.3588,True,False,1,2,2013
42,2013-01-02,49,2346,0.9384,False,False,1,2,2013
43,2013-01-02,50,3077,1.2308,True,False,1,2,2013
44,2013-01-02,51,1985,0.794,False,False,1,2,2013
45,2013-01-02,54,998,0.3992,False,False,1,2,2013
46,2013-01-03,1,1833,0.7332,False,False,1,3,2013
47,2013-01-03,2,2033,0.8132,False,False,1,3,2013
48,2013-01-03,3,3026,1.2104,True,False,1,3,2013
49,2013-01-03,4,1551,0.6204,False,False,1,3,2013
50,2013-01-03,5,1740,0.696,False,False,1,3,2013
51,2013-01-03,6,1795,0.718,False,False,1,3,2013
52,2013-01-03,7,1568,0.6272,False,False,1,3,2013
53,2013-01-03,8,2904,1.1616,True,False,1,3,2013
54,2013-01-03,9,2396,0.9584,False,False,1,3,2013
55,2013-01-03,10,1157,0.4628,False,False,1,3,2013
56,2013-01-03,11,2675,1.07,True,False,1,3,2013
57,2013-01-03,12,1248,0.4992,False,False,1,3,2013
58,2013-01-03,13,916,0.3664,False,False,1,3,2013
59,2013-01-03,14,1823,0.7292,False,False,1,3,2013
60,2013-01-03,15,1512,0.6048,False,False,1,3,2013
61,2013-01-03,16,1101,0.4404,False,False,1,3,2013
62,2013-01-03,17,1339,0.5356,False,False,1,3,2013
63,2013-01-03,18,1484,0.5936,False,False,1,3,2013
64,2013-01-03,19,1098,0.4392,False,False,1,3,2013
65,2013-01-03,23,1181,0.4724,False,False,1,3,2013
66,2013-01-03,24,2462,0.9848,False,False,1,3,2013
67,2013-01-03,25,887,0.3548,False,False,1,3,2013
68,2013-01-03,26,813,0.3252,False,False,1,3,2013
69,2013-01-03,27,928,0.3712,False,False,1,3,2013
70,2013-01-03,28,749,0.2996,False,False,1,3,2013
71,2013-01-03,30,689,0.2756,False,False,1,3,2013
72,2013-01-03,31,1126,0.4504,False,False,1,3,2013
73,2013-01-03,32,727,0.2908,False,False,1,3,2013
74,2013-01-03,33,1168,0.4672,False,False,1,3,2013
75,2013-01-03,34,2348,0.9392,False,False,1,3,2013
76,2013-01-03,35,725,0.29,False,False,1,3,2013
77,2013-01-03,37,1526,0.6104,False,False,1,3,2013
78,2013-01-03,38,1746,0.6984,False,False,1,3,2013
79,2013-01-03,39,1426,0.5704,False,False,1,3,2013
80,2013-01-03,40,1171,0.4684,False,False,1,3,2013
81,2013-01-03,41,809,0.3236,False,False,1,3,2013
82,2013-01-03,43,1334,0.5336,False,False,1,3,2013
83,2013-01-03,44,3618,1.4472,True,False,1,3,2013
84,2013-01-03,45,3314,1.3256,True,False,1,3,2013
85,2013-01-03,46,3438,1.3752,True,False,1,3,2013
86,2013-01-03,47,3660,1.464,True,False,1,3,2013
87,2013-01-03,48,2887,1.1548,True,False,1,3,2013
88,2013-01-03,49,1702,0.6808,False,False,1,3,2013
89,2013-01-03,50,2307,0.9228,False,False,1,3,2013
90,2013-01-03,51,1644,0.6576,False,False,1,3,2013
91,2013-01-03,54,920,0.368,False,False,1,3,2013
92,2013-01-04,1,1863,0.7452,False,False,1,4,2013
93,2013-01-04,2,2066,0.8264,False,False,1,4,2013
94,2013-01-04,3,3188,1.2752,True,False,1,4,2013
95,2013-01-04,4,1596,0.6384,False,False,1,4,2013
96,2013-01-04,5,1642,0.6568,False,False,1,4,2013
97,2013-01-04,6,1679,0.6716,False,False,1,4,2013
98,2013-01-04,7,1513,0.6052,False,False,1,4,2013
99,2013-01-04,8,2962,1.1848,True,False,1,4,2013
100,2013-01-04,9,1975,0.79,False,False,1,4,2013
101,2013-01-04,10,970,0.388,False,False,1,4,2013
102,2013-01-04,11,2515,1.006,True,False,1,4,2013
103,2013-01-04,12,1064,0.4256,False,False,1,4,2013
104,2013-01-04,13,879,0.3516,False,False,1,4,2013
105,2013-01-04,14,1641,0.6564,False,False,1,4,2013
106,2013-01-04,15,1318,0.5272,False,False,1,4,2013
107,2013-01-04,16,977,0.3908,False,False,1,4,2013
108,2013-01-04,17,1139,0.4556,False,False,1,4,2013
109,2013-01-04,18,1238,0.4952,False,False,1,4,2013
110,2013-01-04,19,1003,0.4012,False,False,1,4,2013
111,2013-01-04,23,1257,0.5028,False,False,1,4,2013
112,2013-01-04,24,2607,1.0428,True,False,1,4,2013
113,2013-01-04,25,1054,0.4216,False,False,1,4,2013
114,2013-01-04,26,813,0.3252,False,False,1,4,2013
115,2013-01-04,27,1034,0.4136,False,False,1,4,2013
116,2013-01-04,28,651,0.2604,False,False,1,4,2013
117,2013-01-04,30,689,0.2756,False,False,1,4,2013
118,2013-01-04,31,1246,0.4984,False,False,1,4,2013
119,2013-01-04,32,680,0.272,False,False,1,4,2013
120,2013-01-04,33,948,0.3792,False,False,1,4,2013
121,2013-01-04,34,2369,0.9476,False,False,1,4,2013
122,2013-01-04,35,630,0.252,False,False,1,4,2013
123,2013-01-04,37,1701,0.6804,False,False,1,4,2013
124,2013-01-04,38,1723,0.6892,False,False,1,4,2013
125,2013-01-04,39,1285,0.514,False,False,1,4,2013
126,2013-01-04,40,1044,0.4176,False,False,1,4,2013
127,2013-01-04,41,835,0.334,False,False,1,4,2013
128,2013-01-04,43,1358,0.5432,False,False,1,4,2013
129,2013-01-04,44,4169,1.6676,True,False,1,4,2013
130,2013-01-04,45,3630,1.452,True,False,1,4,2013
131,2013-01-04,46,3434,1.3736,True,False,1,4,2013
132,2013-01-04,47,3915,1.566,True,False,1,4,2013
133,2013-01-04,48,2900,1.16,True,False,1,4,2013
134,2013-01-04,49,2016,0.8064,False,False,1,4,2013
135,2013-01-04,50,2698,1.0792,True,False,1,4,2013
136,2013-01-04,51,1786,0.7144,False,False,1,4,2013
137,2013-01-04,54,794,0.3176,False,False,1,4,2013
138,2013-01-05,1,1509,0.6036,False,False,1,5,2013
139,2013-01-05,2,2062,0.8248,False,False,1,5,2013
140,2013-01-05,3,3623,1.4492,True,False,1,5,2013
141,2013-01-05,4,1825,0.73,False,False,1,5,2013
142,2013-01-05,5,1643,0.6572,False,False,1,5,2013
143,2013-01-05,6,2154,0.8616,False,False,1,5,2013
144,2013-01-05,7,1599,0.6396,False,False,1,5,2013
145,2013-01-05,8,3060,1.224,True,False,1,5,2013
146,2013-01-05,9,2604,1.0416,True,False,1,5,2013
147,2013-01-05,10,1269,0.5076,False,False,1,5,2013
148,2013-01-05,11,3052,1.2208,True,False,1,5,2013
149,2013-01-05,12,1293,0.5172,False,False,1,5,2013
150,2013-01-05,13,1336,0.5344,False,False,1,5,2013
151,2013-01-05,14,2052,0.8208,False,False,1,5,2013
152,2013-01-05,15,1543,0.6172,False,False,1,5,2013
153,2013-01-05,16,1109,0.4436,False,False,1,5,2013
154,2013-01-05,17,1433,0.5732,False,False,1,5,2013
155,2013-01-05,18,1323,0.5292,False,False,1,5,2013
156,2013-01-05,19,1713,0.6852,False,False,1,5,2013
157,2013-01-05,23,1250,0.5,False,False,1,5,2013
158,2013-01-05,24,2578,1.0312,True,False,1,5,2013
159,2013-01-05,25,1355,0.542,False,False,1,5,2013
160,2013-01-05,26,1081,0.4324,False,False,1,5,2013
161,2013-01-05,27,1327,0.5308,False,False,1,5,2013
162,2013-01-05,28,1033,0.4132,False,False,1,5,2013
163,2013-01-05,30,749,0.2996,False,False,1,5,2013
164,2013-01-05,31,1317,0.5268,False,False,1,5,2013
165,2013-01-05,32,890,0.356,False,False,1,5,2013
166,2013-01-05,33,1217,0.4868,False,False,1,5,2013
167,2013-01-05,34,2599,1.0396,True,False,1,5,2013
168,2013-01-05,35,723,0.2892,False,False,1,5,2013
169,2013-01-05,37,1770,0.708,False,False,1,5,2013
170,2013-01-05,38,2214,0.8856,False,False,1,5,2013
171,2013-01-05,39,1851,0.7404,False,False,1,5,2013
172,2013-01-05,40,1118,0.4472,False,False,1,5,2013
173,2013-01-05,41,1021,0.4084,False,False,1,5,2013
174,2013-01-05,43,1205,0.482,False,False,1,5,2013
175,2013-01-05,44,4921,1.9684,True,False,1,5,2013
176,2013-01-05,45,4331,1.7324,True,False,1,5,2013
177,2013-01-05,46,4935,1.974,True,False,1,5,2013
178,2013-01-05,47,4764,1.9056,True,False,1,5,2013
179,2013-01-05,48,4084,1.6336,True,False,1,5,2013
180,2013-01-05,49,2562,1.0248,True,False,1,5,2013
181,2013-01-05,50,3459,1.3836,True,False,1,5,2013
182,2013-01-05,51,2068,0.8272,False,False,1,5,2013
183,2013-01-05,54,949,0.3796,False,False,1,5,2013
184,2013-01-06,1,520,0.208,False,False,1,6,2013
185,2013-01-06,2,1992,0.7968,False,False,1,6,2013
186,2013-01-06,3,3590,1.436,True,False,1,6,2013
187,2013-01-06,4,1891,0.7564,False,False,1,6,2013
188,2013-01-06,5,1754,0.7016,False,False,1,6,2013
189,2013-01-06,6,2313,0.9252,False,False,1,6,2013
190,2013-01-06,7,1431,0.5724,False,False,1,6,2013
191,2013-01-06,8,2748,1.0992,True,False,1,6,2013
192,2013-01-06,9,2635,1.054,True,False,1,6,2013
193,2013-01-06,10,1173,0.4692,False,False,1,6,2013
194,2013-01-06,11,3188,1.2752,True,False,1,6,2013
195,2013-01-06,12,1271,0.5084,False,False,1,6,2013
196,2013-01-06,13,1008,0.4032,False,False,1,6,2013
197,2013-01-06,14,1313,0.5252,False,False,1,6,2013
198,2013-01-06,15,1149,0.4596,False,False,1,6,2013
199,2013-01-06,16,1323,0.5292,False,False,1,6,2013
200,2013-01-06,17,1383,0.5532,False,False,1,6,2013
201,2013-01-06,18,1405,0.562,False,False,1,6,2013
202,2013-01-06,19,1157,0.4628,False,False,1,6,2013
203,2013-01-06,23,1100,0.44,False,False,1,6,2013
204,2013-01-06,24,2061,0.8244,False,False,1,6,2013
205,2013-01-06,25,716,0.2864,False,False,1,6,2013
206,2013-01-06,26,1075,0.43,False,False,1,6,2013
207,2013-01-06,27,1614,0.6456,False,False,1,6,2013
208,2013-01-06,28,1207,0.4828,False,False,1,6,2013
209,2013-01-06,30,667,0.2668,False,False,1,6,2013
210,2013-01-06,31,1468,0.5872,False,False,1,6,2013
211,2013-01-06,32,772,0.3088,False,False,1,6,2013
212,2013-01-06,33,1302,0.5208,False,False,1,6,2013
213,2013-01-06,34,2377,0.9508,False,False,1,6,2013
214,2013-01-06,35,651,0.2604,False,False,1,6,2013
215,2013-01-06,37,1282,0.5128,False,False,1,6,2013
216,2013-01-06,38,2522,1.0088,True,False,1,6,2013
217,2013-01-06,39,1571,0.6284,False,False,1,6,2013
218,2013-01-06,40,1023,0.4092,False,False,1,6,2013
219,2013-01-06,41,1142,0.4568,False,False,1,6,2013
220,2013-01-06,43,1194,0.4776,False,False,1,6,2013
221,2013-01-06,44,4925,1.97,True,False,1,6,2013
222,2013-01-06,45,4418,1.7672,True,False,1,6,2013
223,2013-01-06,46,5401,2.1604,True,False,1,6,2013
224,2013-01-06,47,4935,1.974,True,False,1,6,2013
225,2013-01-06,48,4591,1.8364,True,False,1,6,2013
226,2013-01-06,49,2795,1.118,True,False,1,6,2013
227,2013-01-06,50,3297,1.3188,True,False,1,6,2013
228,2013-01-06,51,1934,0.7736,False,False,1,6,2013
229,2013-01-06,54,1180,0.472,False,False,1,6,2013
230,2013-01-07,1,1807,0.7228,False,False,1,0,2013
231,2013-01-07,2,1911,0.7644,False,False,1,0,2013
232,2013-01-07,3,2996,1.1984,True,False,1,0,2013
233,2013-01-07,4,1514,0.6056,False,False,1,0,2013
234,2013-01-07,5,1577,0.6308,False,False,1,0,2013
235,2013-01-07,6,1713,0.6852,False,False,1,0,2013
236,2013-01-07,7,1705,0.682,False,False,1,0,2013
237,2013-01-07,8,2768,1.1072,True,False,1,0,2013
238,2013-01-07,9,2162,0.8648,False,False,1,0,2013
239,2013-01-07,10,1148,0.4592,False,False,1,0,2013
240,2013-01-07,11,2361,0.9444,False,False,1,0,2013
241,2013-01-07,12,1113,0.4452,False,False,1,0,2013
242,2013-01-07,13,921,0.3684,False,False,1,0,2013
243,2013-01-07,14,1671,0.6684,False,False,1,0,2013
244,2013-01-07,15,1413,0.5652,False,False,1,0,2013
245,2013-01-07,16,1066,0.4264,False,False,1,0,2013
246,2013-01-07,17,1292,0.5168,False,False,1,0,2013
247,2013-01-07,18,1369,0.5476,False,False,1,0,2013
248,2013-01-07,19,1137,0.4548,False,False,1,0,2013
249,2013-01-07,23,1185,0.474,False,False,1,0,2013
250,2013-01-07,24,2320,0.928,False,False,1,0,2013
251,2013-01-07,25,703,0.2812,False,False,1,0,2013
252,2013-01-07,26,792,0.3168,False,False,1,0,2013
